1)n°frame	2)x		3)y		4)previous		5)next 		6)action	7)zoom level

169 		280 	190 	0 				0 			1 			O
210 		386 	464 	0 				1 			1 			0
266 		310 	190 	1 				1 			1 			O
340 		100 	560 	1 				0 			1 			0
434 		306 	190 	0 				0 			0 			0
480 		420 	340 	0 				1 			0 			0
541 		306 	190 	1 				1 			0 			0
600 		280 	500 	1 				1 			0 			0
659 		328 	190 	1 				0 			0 			0



